id,qname,label,kind,module,comment,sources,punned
http://example.org/smartcity#DataCriticality,ex:DataCriticality,Data Criticality,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#DataSensitivity,ex:DataSensitivity,Data Sensitivity,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#DecisionAlternative,ex:DecisionAlternative,Decision Alternative,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#DecisionMethod,ex:DecisionMethod,Decision Method,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#DegradationEvent,ex:DegradationEvent,Degradation Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#DelegationEvent,ex:DelegationEvent,Delegation Event,class,orchestration,"Reified temporal delegation that records delegator node, delegate node, cause, validity interval and recovery condition.","[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#DeploymentFragment,ex:DeploymentFragment,Deployment fragment,class,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#DeviceConnectionStatus,ex:DeviceConnectionStatus,Device Connection Status,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#DeviceState,ex:DeviceState,Device State,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#DifferentialPrivacyMechanism,ex:DifferentialPrivacyMechanism,Differential Privacy Mechanism,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#DirectIdentifier,ex:DirectIdentifier,Direct Identifier,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#DistanceLevel,ex:DistanceLevel,Distance Level,class,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#EDASensor,ex:EDASensor,EDA Sensor,class,wellbeing,Electrodermal activity sensor.,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#E_device_max,ex:E_device_max,device energy threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#EdgeNode,ex:EdgeNode,Edge Node,class,topology,"Edge continuum node. It is external to the local scope defined for raw physiological observations. Elasticity is a node capability, not a class invariant.","[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#EncryptionMechanism,ex:EncryptionMechanism,Encryption Mechanism,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#EnergyLevel,ex:EnergyLevel,Energy Level,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#EvaluationState,ex:EvaluationState,Evaluation State,class,orchestration,Derived by reasoning over NodeState + UserState + NodeUserRelation.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#FederatedLearningSession,ex:FederatedLearningSession,Federated Learning Session,class,federation,Event of parameter/model transfer between continuum layers (HFL).,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#FogNode,ex:FogNode,Fog Node,class,topology,Fog continuum node for community/zone processing. Elasticity depends on deployment capability and is not fixed by the class.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#FunctionalRequirement,ex:FunctionalRequirement,Functional Requirement,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#HeartRateSensor,ex:HeartRateSensor,Heart Rate Sensor,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#Identifier,ex:Identifier,Identifier,class,governance,"Identifier that may be direct, pseudonymous or anonymous.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#MAPESymptom,ex:MAPESymptom,MAPE-K Symptom,class,foundation,Symptom detected in the MAPE-K Monitor/Analyse phases and recorded for auditability.,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#MechanismSpecification,ex:MechanismSpecification,Mechanism Specification,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#MigrationCostLevel,ex:MigrationCostLevel,Migration Cost Level,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#MigrationEvent,ex:MigrationEvent,Migration Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#MigrationTimeLevel,ex:MigrationTimeLevel,Migration Time Level,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#MistNode,ex:MistNode,Mist Node,class,topology,"Closest node to the user. Minimal capacity, very low latency.","[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#MobileDevice,ex:MobileDevice,Mobile Device,class,topology,User smartphone acting as a personal Mist node. It belongs to the local processing scope when associated with the user.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#MobilityLevel,ex:MobilityLevel,Mobility Level,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#ModelDegradationCause,ex:ModelDegradationCause,Model Degradation Cause,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ModelGradientUpdate,ex:ModelGradientUpdate,Model Gradient Update,class,federation,Federated learning update that may leave a mobile device only after anonymization and noise addition.,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#ModelSelectionAction,ex:ModelSelectionAction,Model Selection Action,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ModelTier,ex:ModelTier,Model Tier,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#N_agents,ex:N_agents,concurrent agent target,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#NodeState,ex:NodeState,Node State,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#NodeUserRelation,ex:NodeUserRelation,Node-User Relation,class,topology,Captures distance and connectivity between a node and a user at a given instant.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#NonFunctionalRequirement,ex:NonFunctionalRequirement,Non-functional Requirement,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#NonUser,ex:NonUser,Non-User,class,foundation,Person in the environment without a wearable or active participation.,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#OffloadingEvent,ex:OffloadingEvent,Offloading Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#OntologyArtifact,ex:OntologyArtifact,Ontology Artifact,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#OperationalStatus,ex:OperationalStatus,Operational Status,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#PairwiseComparison,ex:PairwiseComparison,Pairwise Comparison,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ParametrizedData,ex:ParametrizedData,Parametrized Data,class,orchestration,Pre-computed and aggregated data. Raw physiological data never leaves the device.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#PayloadType,ex:PayloadType,Payload Type,class,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#PerformanceLevel,ex:PerformanceLevel,Performance Level,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#Permission,ex:Permission,Permission,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PersonStatus,ex:PersonStatus,Person Status,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#PhysiologicalObservation,ex:PhysiologicalObservation,Physiological Observation,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#PhysiologicalParametrizedData,ex:PhysiologicalParametrizedData,Physiological Parametrized Data,class,wellbeing,"EDA, HR, SpO2, etc. Sent during the day or at night when conditions allow.","[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#PhysiologicalSensor,ex:PhysiologicalSensor,Physiological Sensor,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#Policy,ex:Policy,Policy,class,governance,"Normative governance rule from POLICIES-REV-01. Policies are specifications, not execution mechanisms.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PolicyArtifact,ex:PolicyArtifact,Policy Artifact,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PolicyCategory,ex:PolicyCategory,Policy Category,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PolicyCategoryRelation,ex:PolicyCategoryRelation,Policy Category Relation,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PolicyRelationType,ex:PolicyRelationType,Policy Relation Type,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PolicyType,ex:PolicyType,Policy Type,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#PopulationDensity,ex:PopulationDensity,Population Density,class,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#PrivacyBudgetAccount,ex:PrivacyBudgetAccount,Privacy Budget Account,class,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#PrivacyClass,ex:PrivacyClass,Privacy class,class,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#PrivacyMechanism,ex:PrivacyMechanism,Privacy Mechanism,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ProcessingLevel,ex:ProcessingLevel,Processing Level,class,foundation,,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#ProcessingPurpose,ex:ProcessingPurpose,Processing Purpose,class,governance,"Purpose for which data, model parameters or predictions are processed.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ProcessingScope,ex:ProcessingScope,Processing Scope,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ProfitabilityLevel,ex:ProfitabilityLevel,Profitability Level,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#PseudonymousIdentifier,ex:PseudonymousIdentifier,Pseudonymous Identifier,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#QueryCatalog,ex:QueryCatalog,Query Catalog,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#QuerySpecification,ex:QuerySpecification,Query Specification,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#QueryType,ex:QueryType,Query Type,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#RecoveryCondition,ex:RecoveryCondition,Recovery Condition,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ReplicationEvent,ex:ReplicationEvent,Replication Event,class,orchestration,Controlled and idempotent replication or synchronization event.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#Requirement,ex:Requirement,Requirement,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#RequirementsArtifact,ex:RequirementsArtifact,Requirements Artifact,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ResidualCapacity,ex:ResidualCapacity,Residual Capacity,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#RestrictedZone,ex:RestrictedZone,Restricted Zone,class,topology,"Geographic zone with hard restrictions on external processing/transfer. Raw physiological observations remain on wearable/mobile or authorised personal Mist; Edge, Fog and Cloud are external to local scope.","[""ontology/modules/topology.ttl""]",True
http://example.org/smartcity#RetentionEvent,ex:RetentionEvent,Retention Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#Role,ex:Role,Access Role,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#RollbackEvent,ex:RollbackEvent,Rollback Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#RuralZone,ex:RuralZone,Rural Zone,class,topology,Few nodes. Predominance of local retention and controlled transmission.,"[""ontology/modules/topology.ttl""]",True
http://example.org/smartcity#ScalingEvent,ex:ScalingEvent,Scaling Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#Scenario,ex:Scenario,Scenario,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ScenarioArtifact,ex:ScenarioArtifact,Scenario Artifact,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#SecurityMechanism,ex:SecurityMechanism,Security Mechanism,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#SemanticContract,ex:SemanticContract,Semantic Contract,class,governance,"Temporal agreement binding user, processing purpose(s), consent range and governing policies. It is independent from the user-declared ConsentRecord.","[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#SemanticNodeProfile,ex:SemanticNodeProfile,Semantic node profile,class,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#Service,ex:Service,Service,class,orchestration,Stress prediction or any other continuum service.,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#ServiceState,ex:ServiceState,Service State,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#SleepObservation,ex:SleepObservation,Sleep Observation,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SleepParametrizedData,ex:SleepParametrizedData,Sleep Parametrized Data,class,wellbeing,Sleep quality and phase durations. Generated when the user wakes up.,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SleepSensor,ex:SleepSensor,Sleep Sensor,class,wellbeing,"Captures total duration, phases (REM, deep, light) and sleep quality.","[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SmartBand,ex:SmartBand,Smart Band,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SmartRing,ex:SmartRing,Smart Ring,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SmartWatch,ex:SmartWatch,Smart Watch,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SpO2Sensor,ex:SpO2Sensor,SpO2 Sensor,class,wellbeing,Blood oxygen saturation sensor.,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#StandardSpecification,ex:StandardSpecification,Standard Specification,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#State,ex:State,State,class,observability,Dynamic state of an entity; temporal and distinguishable from instantaneous observations.,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#StressLevel,ex:StressLevel,Stress Level,class,wellbeing,,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#StressObservation,ex:StressObservation,Stress Observation,class,wellbeing,Output of the stress prediction model.,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#SynchronizationEvent,ex:SynchronizationEvent,Synchronization Event,class,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#T_decision_max,ex:T_decision_max,decision threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#T_inference_local,ex:T_inference_local,local inference latency threshold (ms),datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#T_migration_max,ex:T_migration_max,migration interruption threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#T_node_join,ex:T_node_join,node join threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#T_reselection_max,ex:T_reselection_max,reselection threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#T_sparql_monitor,ex:T_sparql_monitor,SPARQL monitoring threshold,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#TemperatureSensor,ex:TemperatureSensor,Skin Temperature Sensor,class,wellbeing,Skin temperature — used as stress indicator.,"[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#TemporalEntity,ex:TemporalEntity,Temporal Entity,class,observability,"Entity with an explicit validity interval. validTo denotes effective closure, never merely planned expiry.","[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#TrafficWindow,ex:TrafficWindow,Traffic Window,class,observability,Time interval with high demand (morning: wake-up; night: physiological data upload).,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#TransferEvent,ex:TransferEvent,Transfer Event,class,orchestration,"Auditable transfer of data, model updates or other payloads.","[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#TrustAssessment,ex:TrustAssessment,Trust Assessment,class,observability,Versioned assessment explaining a trust score.,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#TrustEvidence,ex:TrustEvidence,Trust Evidence,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#UrbanEnvironment,ex:UrbanEnvironment,Urban Environment,class,topology,Geographic and density context that conditions system connectivity and behaviour.,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#UrbanZone,ex:UrbanZone,Urban Zone,class,topology,High node and user density. More communication options.,"[""ontology/modules/topology.ttl""]",True
http://example.org/smartcity#User,ex:User,User,class,foundation,System participant with a wearable device.,"[""ontology/modules/foundation.ttl""]",False
http://example.org/smartcity#UserState,ex:UserState,User State,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#ValidationCampaign,ex:ValidationCampaign,Validation Campaign,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ValidationRequirement,ex:ValidationRequirement,Validation / Reproducibility Requirement,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#ValidationResult,ex:ValidationResult,Validation Result,class,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#Wearable,ex:Wearable,Wearable,class,wellbeing,"Personal IoT device (smartwatch, smart ring, smart band).","[""ontology/domains/wellbeing/schema.ttl""]",False
http://example.org/smartcity#WorkloadLevel,ex:WorkloadLevel,Workload Level,class,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#ZoneType,ex:ZoneType,Zone type,class,topology,"A zone classification referenced by policies. UrbanZone, RuralZone and RestrictedZone are both OWL classes and named ZoneType individuals; OWL 2 DL treats their class and individual interpretations separately.","[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#actionOriginNode,ex:actionOriginNode,action origin node,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#actionTargetNode,ex:actionTargetNode,action target node,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#affectsModel,ex:affectsModel,affects model,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#affectsService,ex:affectsService,affects service,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#aggregatesData,ex:aggregatesData,aggregates data,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#alternativeModelTier,ex:alternativeModelTier,alternative model tier,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#appliedMechanism,ex:appliedMechanism,applied mechanism,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#appliedPolicy,ex:appliedPolicy,applied policy,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#appliedSecurityMechanism,ex:appliedSecurityMechanism,applied security mechanism,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#appliesInZone,ex:appliesInZone,applies in zone,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#appliesPolicy,ex:appliesPolicy,applies policy,object_property,orchestration,Deprecated in v3.0.0; use ex:appliedPolicy. Use appliedPolicy,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#appliesTo,ex:appliesTo,applies to,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#appliesToZoneType,ex:appliesToZoneType,applies to zone type,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#artifactIdentifier,ex:artifactIdentifier,artifact identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#artifactStatus,ex:artifactStatus,artifact status,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#artifactVersion,ex:artifactVersion,artifact version,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#auditsContract,ex:auditsContract,audits contract,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#authoritativeFor,ex:authoritativeFor,authoritative for,object_property,deployment,,"[""ontology/modules/deployment.ttl""]",False
http://example.org/smartcity#authorizationReason,ex:authorizationReason,authorization reason,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#authorizedByEvaluation,ex:authorizedByEvaluation,authorized by evaluation,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#basedOnConsentRecord,ex:basedOnConsentRecord,based on consent record,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#basedOnContract,ex:basedOnContract,based on contract,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#basedOnZone,ex:basedOnZone,based on zone,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#belongsToCommunity,ex:belongsToCommunity,belongs to community,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#belongsToPolicyCategory,ex:belongsToPolicyCategory,belongs to policy category,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#belongsToQueryCatalog,ex:belongsToQueryCatalog,belongs to query catalog,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#budgetForContract,ex:budgetForContract,budget for contract,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#budgetForPurpose,ex:budgetForPurpose,budget for purpose,object_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#carriesData,ex:carriesData,carries data,object_property,orchestration,,"[""ontology/modules/orchestration.ttl""]",False
http://example.org/smartcity#categoryCode,ex:categoryCode,category code,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#conditionExpression,ex:conditionExpression,condition expression,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#configurationStatus,ex:configurationStatus,configuration status,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#connectsTo,ex:connectsTo,connects to,object_property,topology,,"[""ontology/modules/topology.ttl""]",False
http://example.org/smartcity#consentSubject,ex:consentSubject,consent subject,object_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#containsIndividualizedGradients,ex:containsIndividualizedGradients,contains individualized gradients,datatype_property,federation,,"[""ontology/modules/federation.ttl""]",False
http://example.org/smartcity#containsPersistentIdentifier,ex:containsPersistentIdentifier,contains persistent identifier,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#containsPersonalData,ex:containsPersonalData,contains personal data,datatype_property,governance,,"[""ontology/modules/governance.ttl""]",False
http://example.org/smartcity#contextDeviceState,ex:contextDeviceState,context device state,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#contextNodeState,ex:contextNodeState,context node state,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#contextProcessingLevel,ex:contextProcessingLevel,context processing level,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
http://example.org/smartcity#contextPurpose,ex:contextPurpose,context purpose,object_property,observability,,"[""ontology/modules/observability.ttl""]",False
